,original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,perturbed_statement,evaluation_output
128,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,0.9983044862747192,0.9983044862747192,1,1,2,1,Skipped,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,1
129,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , [[has]] developed an [[ornamental]] design for a [[handset]] , the U.S. Patent & Trademark Office announced .","ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , [[gets]] developed an [[decorated]] design for a [[tel]] , the U.S. Patent & Trademark Office announced .",0.0010823011398315,0.950790524482727,1,2,1,77,Successful,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , gets developed an decorated design for a tel , the U.S. Patent & Trademark Office announced .",2
130,"In the second quarter of 2010 , the group 's pretax loss [[narrowed]] to EUR 400,000 from EUR 600,000 .","In the second quarter of 2010 , the group 's pretax loss [[dwindled]] to EUR 400,000 from EUR 600,000 .",0.0005671381950378,0.9978352189064026,2,0,2,65,Successful,"In the second quarter of 2010 , the group 's pretax loss dwindled to EUR 400,000 from EUR 600,000 .",0
131,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss [[narrowed]] to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss [[dwindled]] to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,0.000572383403778,0.9903389811515808,2,0,2,84,Successful,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss dwindled to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,0
132,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss [[narrowed]] to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss [[plummeted]] to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,0.0005849599838256,0.9274457693099976,2,0,2,75,Successful,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss plummeted to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,0
133,"In contrast , the company 's net loss for the third quarter of 2009 [[contracted]] to EUR 76 million from EUR 256 million for the corresponding period a year ago .","In contrast , the company 's net loss for the third quarter of 2009 [[procurement]] to EUR 76 million from EUR 256 million for the corresponding period a year ago .",0.0007585287094116,0.7350975275039673,2,0,2,53,Successful,"In contrast , the company 's net loss for the third quarter of 2009 procurement to EUR 76 million from EUR 256 million for the corresponding period a year ago .",0
134,"In the second quarter of 2010 , Raute 's net loss [[narrowed]] to EUR 123,000 from EUR 1.5 million in the same period of 2009 .","In the second quarter of 2010 , Raute 's net loss [[dwindled]] to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",0.0005682110786437,0.9991143345832824,2,0,2,68,Successful,"In the second quarter of 2010 , Raute 's net loss dwindled to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",0
135,"Metsaliitto , however , [[narrowed]] its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .","Metsaliitto , however , [[tumbled]] its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",0.0010452270507812,0.9584007263183594,2,0,2,72,Successful,"Metsaliitto , however , tumbled its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",0
136,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product [[cost]] .,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product [[fresh]] .,0.0005872249603271,0.789071798324585,2,0,2,62,Successful,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product fresh .,0
137,"[[Profit]] before [[taxes]] [[amounted]] to EUR 56.5 [[mn]] , down from EUR 232.9 [[mn]] a [[year]] [[ago]] .","[[Advantage]] before [[indictments]] [[constitutes]] to EUR 56.5 [[minnesota]] , down from EUR 232.9 [[manganese]] a [[years]] [[anterior]] .",0.0014329552650451,0.018991470336914,0,0,0,161,Failed,"Advantage before indictments constitutes to EUR 56.5 minnesota , down from EUR 232.9 manganese a years anterior .",0
138,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost [[savings]] on an annual basis .,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost [[economize]] on an annual basis .,0.0005836486816406,0.999198853969574,2,1,2,35,Successful,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost economize on an annual basis .,1
139,"Finnish [[pharmaceuticals]] company [[Orion]] [[reports]] [[profit]] before [[taxes]] of EUR 70.0 [[mn]] in the [[third]] quarter of 2010 , up from [[EUR]] 54.9 [[mn]] in the [[corresponding]] [[period]] in 2009 .","Finnish [[paxil]] company [[Callisto]] [[liaise]] [[advantage]] before [[levi]] of EUR 70.0 [[minute]] in the [[terzi]] quarter of 2010 , up from [[EUROS]] 54.9 [[minute]] in the [[equalize]] [[bouts]] in 2009 .",0.0005755424499511,0.0021932721138,2,2,2,313,Failed,"Finnish paxil company Callisto liaise advantage before levi of EUR 70.0 minute in the terzi quarter of 2010 , up from EUROS 54.9 minute in the equalize bouts in 2009 .",2
140,Also construction [[expenses]] have gone up in Russia .,Also construction [[spent]] have gone up in Russia .,0.0030201077461242,0.9996642470359802,0,1,0,57,Successful,Also construction spent have gone up in Russia .,1
141,"`` UPM 's [[deliveries]] [[increased]] during the third quarter by 4 [[percent]] , and the [[efficiency]] of [[operations]] [[improved]] , '' [[Chief]] [[Executive]] [[Jussi]] Pesonen [[said]] .","`` UPM 's [[shipments]] [[redouble]] during the third quarter by 4 [[phosphorus]] , and the [[performance]] of [[jobs]] [[raising]] , '' [[Boss]] [[Enforcement]] [[Morten]] Pesonen [[telling]] .",0.0005314946174621,0.0135620832443237,2,2,2,321,Failed,"`` UPM 's shipments redouble during the third quarter by 4 phosphorus , and the performance of jobs raising , '' Boss Enforcement Morten Pesonen telling .",2
142,"Stora Enso R [[shares]] [[rose]] 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged [[higher]] , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .","Stora Enso R [[switched]] [[edged]] 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged [[uppermost]] , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",0.0006385445594787,0.961620271205902,2,1,2,120,Successful,"Stora Enso R switched edged 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged uppermost , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",1
143,"[[Earnings]] per [[share]] ( [[EPS]] ) [[amounted]] to EUR0 .98 , up from the [[loss]] of EUR0 .02 .","[[Salaried]] per [[communicate]] ( [[RCH]] ) [[constitutes]] to EUR0 .98 , up from the [[disappearance]] of EUR0 .02 .",0.0006103515625,0.0280538201332092,2,2,2,133,Failed,"Salaried per communicate ( RCH ) constitutes to EUR0 .98 , up from the disappearance of EUR0 .02 .",2
144,Operating result including non-recurring items [[rose]] to EUR 146mn from a loss of EUR 267mn in 2009 .,Operating result including non-recurring items [[rosas]] to EUR 146mn from a loss of EUR 267mn in 2009 .,0.0006011724472045,0.9966402053833008,2,1,2,62,Successful,Operating result including non-recurring items rosas to EUR 146mn from a loss of EUR 267mn in 2009 .,1
145,"Tiimari , the [[Finnish]] [[retailer]] , [[reported]] to [[have]] geenrated quarterly [[revenues]] totalling [[EUR]] 1.3 [[mn]] in the 4th [[quarter]] 2009 , up from [[EUR]] 0.3 [[mn]] [[loss]] in 2008 .","Tiimari , the [[Norwegians]] [[pusher]] , [[cautioned]] to [[do]] geenrated quarterly [[payrolls]] totalling [[EURO]] 1.3 [[minneapolis]] in the 4th [[trimester]] 2009 , up from [[EUROS]] 0.3 [[minnesota]] [[disappearing]] in 2008 .",0.0005561709403991,0.0559756159782409,2,2,2,246,Failed,"Tiimari , the Norwegians pusher , cautioned to do geenrated quarterly payrolls totalling EURO 1.3 minneapolis in the 4th trimester 2009 , up from EUROS 0.3 minnesota disappearing in 2008 .",2
146,"[[Earnings]] per [[share]] EPS [[amounted]] to EUR0 .03 , up from the [[loss]] of EUR0 .08 .","[[Proceeds]] per [[communicate]] EPS [[represent]] to EUR0 .03 , up from the [[forfeits]] of EUR0 .08 .",0.0006181001663208,0.0376620888710022,2,2,2,151,Failed,"Proceeds per communicate EPS represent to EUR0 .03 , up from the forfeits of EUR0 .08 .",2
147,The investments and operational changes enable additional optimisation of the working hours and thereby [[further]] cost [[savings]] of some 7 % -9 % .,The investments and operational changes enable additional optimisation of the working hours and thereby [[extra]] cost [[conservation]] of some 7 % -9 % .,0.0005616545677185,0.8792352080345154,2,1,2,50,Successful,The investments and operational changes enable additional optimisation of the working hours and thereby extra cost conservation of some 7 % -9 % .,1
148,"By 14:29 CET on Monday , shares in Bavarian Nordic had [[climbed]] 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .","By 14:29 CET on Monday , shares in Bavarian Nordic had [[plummeted]] 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",0.0005505681037902,0.999229609966278,2,0,2,71,Successful,"By 14:29 CET on Monday , shares in Bavarian Nordic had plummeted 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",0
149,"[[For]] example , [[net]] [[sales]] [[increased]] by 5.9 % from the first [[quarter]] , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .","[[Around]] example , [[networking]] [[unclean]] [[intensified]] by 5.9 % from the first [[quart]] , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",0.0005810260772705,0.6592521667480469,2,0,2,118,Successful,"Around example , networking unclean intensified by 5.9 % from the first quart , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",0
150,"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 [[m]] to EUR5 .0 m , and [[operating]] [[profit]] (EBIT)is estimated to be [[positive]] .","Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 [[millions]] to EUR5 .0 m , and [[operation]] [[win]] (EBIT)is estimated to be [[sympathetic]] .",0.0007586479187011,0.730349600315094,2,1,2,128,Successful,"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 millions to EUR5 .0 m , and operation win (EBIT)is estimated to be sympathetic .",1
151,"`` After the share purchase is completed , financing will also be [[provided]] to [[expand]] Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''","`` After the share purchase is completed , financing will also be [[earmarked]] to [[prolonging]] Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",0.000531256198883,0.5069373846054077,2,1,2,117,Successful,"`` After the share purchase is completed , financing will also be earmarked to prolonging Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",1
152,"`` The margarine business [[has]] been put into [[good]] shape in the last two years , [[making]] it a [[natural]] addition to Bunge , which is looking to [[leverage]] its [[position]] in the [[Central]] and [[Northern]] [[European]] [[markets]] , '' Raisio [[CEO]] [[Matti]] Rihko [[said]] in a [[statement]] .","`` The margarine business [[haya]] been put into [[allright]] shape in the last two years , [[assuming]] it a [[understandably]] addition to Bunge , which is looking to [[confiscating]] its [[posture]] in the [[Principal]] and [[Northerners]] [[Union]] [[bargaining]] , '' Raisio [[EXECS]] [[Comrade]] Rihko [[argued]] in a [[phrase]] .",0.0006153583526611,0.6616922616958618,2,0,2,388,Successful,"`` The margarine business haya been put into allright shape in the last two years , assuming it a understandably addition to Bunge , which is looking to confiscating its posture in the Principal and Northerners Union bargaining , '' Raisio EXECS Comrade Rihko argued in a phrase .",0
153,`` This is a [[win]] for all OEMs targeting to develop WiMAX products .,`` This is a [[sieg]] for all OEMs targeting to develop WiMAX products .,0.000754952430725,0.9971811771392822,2,1,2,57,Successful,`` This is a sieg for all OEMs targeting to develop WiMAX products .,1
154,"At the same time , sales development in Russia was [[boosted]] by the opening of Stockmann Nevsky Centre in St Petersburg .","At the same time , sales development in Russia was [[driven]] by the opening of Stockmann Nevsky Centre in St Petersburg .",0.0005698800086975,0.978929877281189,2,1,2,62,Successful,"At the same time , sales development in Russia was driven by the opening of Stockmann Nevsky Centre in St Petersburg .",1
155,"Benefon , a wireless and GPS technology company , will [[supply]] Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .","Benefon , a wireless and GPS technology company , will [[furnish]] Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",0.0006518959999084,0.7740576267242432,2,1,2,47,Successful,"Benefon , a wireless and GPS technology company , will furnish Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",1
156,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a [[winning]] combination .,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a [[defeating]] combination .,0.0006304383277893,0.9923452734947203,2,0,2,49,Successful,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a defeating combination .,0
157,"Exports accounted for 65.4 % of net sales , representing an all time [[record]] for the company .","Exports accounted for 65.4 % of net sales , representing an all time [[recordings]] for the company .",0.0011752247810363,0.9988646507263184,2,1,2,33,Successful,"Exports accounted for 65.4 % of net sales , representing an all time recordings for the company .",1
158,"Finnish construction company YIT Oyj [[said]] on November 13 , 2007 it won a 70 mln euro $ 102.8 mln [[contract]] to construct the new office building for local property company Tapiola Real Estate Oy .","Finnish construction company YIT Oyj [[argued]] on November 13 , 2007 it won a 70 mln euro $ 102.8 mln [[concur]] to construct the new office building for local property company Tapiola Real Estate Oy .",0.0006301999092102,0.5888149738311768,2,1,2,115,Successful,"Finnish construction company YIT Oyj argued on November 13 , 2007 it won a 70 mln euro $ 102.8 mln concur to construct the new office building for local property company Tapiola Real Estate Oy .",1
159,"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a [[gain]] of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .","Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a [[earning]] of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",0.0006066560745239,0.6536567211151123,2,1,2,77,Successful,"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a earning of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",1
160,Performance in the second half of 2009 [[exceeded]] expectations .,Performance in the second half of 2009 [[swamped]] expectations .,0.0006889104843139,0.9980539679527284,2,0,2,35,Successful,Performance in the second half of 2009 swamped expectations .,0
161,Talvivaara also maintains its assumption of turning cash flow [[positive]] before the year end .,Talvivaara also maintains its assumption of turning cash flow [[propitious]] before the year end .,0.0006036758422851,0.998474657535553,2,1,2,22,Successful,Talvivaara also maintains its assumption of turning cash flow propitious before the year end .,1
162,"Thanksto [[improvements]] in [[demand]] and the adjustments we have made , theutilization [[rates]] of Cramo 's fleet [[have]] substantiallyimproved . ''","Thanksto [[refinements]] in [[requisitions]] and the adjustments we have made , theutilization [[pricing]] of Cramo 's fleet [[ont]] substantiallyimproved . ''",0.0005305409431457,0.8824248313903809,2,1,2,140,Successful,"Thanksto refinements in requisitions and the adjustments we have made , theutilization pricing of Cramo 's fleet ont substantiallyimproved . ''",1
163,The estimated synergy [[benefits]] are at least EUR7m annually .,The estimated synergy [[stipend]] are at least EUR7m annually .,0.0018808245658874,0.9997760653495787,2,1,2,43,Successful,The estimated synergy stipend are at least EUR7m annually .,1
164,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,0.999169945716858,0.999169945716858,2,2,1,1,Skipped,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,2
165,"When the situation normalises , the company will be [[able]] to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .","When the situation normalises , the company will be [[unable]] to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",0.0004816055297851,0.9881849884986876,2,0,2,35,Successful,"When the situation normalises , the company will be unable to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",0
166,`` Stonesoft sees great [[promise]] in the future of IPv6 .,`` Stonesoft sees great [[undertakes]] in the future of IPv6 .,0.0005738735198974,0.9978899955749512,2,1,2,40,Successful,`` Stonesoft sees great undertakes in the future of IPv6 .,1
167,`` The trend in the sports and leisure markets was [[favorable]] in the first months of the year .,`` The trend in the sports and leisure markets was [[conducive]] in the first months of the year .,0.0011095404624938,0.991320550441742,2,1,2,36,Successful,`` The trend in the sports and leisure markets was conducive in the first months of the year .,1
168,"`` We [[continued]] actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .","`` We [[incessant]] actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",0.0018667578697204,0.630914568901062,2,1,2,54,Successful,"`` We incessant actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",1
169,"According to Finnish pension insurance company Varma , Varma was the [[recipient]] of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .","According to Finnish pension insurance company Varma , Varma was the [[addressee]] of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",0.0014461874961853,0.999579906463623,2,1,2,39,Successful,"According to Finnish pension insurance company Varma , Varma was the addressee of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",1
170,Finnish construction group Lemmink+ñinen has been [[awarded]] two road building contracts by the Lithuanian transport administration .,Finnish construction group Lemmink+ñinen has been [[devoted]] two road building contracts by the Lithuanian transport administration .,0.0007137656211853,0.9852957129478456,2,1,2,53,Successful,Finnish construction group Lemmink+ñinen has been devoted two road building contracts by the Lithuanian transport administration .,1
171,"And the broker repeated its ` [[buy]] ' rating , based on expectations that [[current]] [[restructuring]] [[will]] lead to a [[clear]] [[improvement]] in performance in Europe in 2007 .","And the broker repeated its ` [[pandering]] ' rating , based on expectations that [[lifelong]] [[rethinking]] [[wishing]] lead to a [[unequivocal]] [[wellness]] in performance in Europe in 2007 .",0.0005493760108947,0.8447002172470093,2,1,2,191,Successful,"And the broker repeated its ` pandering ' rating , based on expectations that lifelong rethinking wishing lead to a unequivocal wellness in performance in Europe in 2007 .",1
172,Cision says the sale will return its U.K. operation to [[profitability]] .,Cision says the sale will return its U.K. operation to [[roi]] .,0.0006354451179504,0.9996251463890076,2,1,2,29,Successful,Cision says the sale will return its U.K. operation to roi .,1
173,"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been [[selected]] by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .","Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been [[decided]] by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",0.0007399916648864,0.5582343339920044,2,1,2,68,Successful,"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been decided by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",1
174,DMASIA-16 August 2006-Benefon [[extends]] manufacturing capability with ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd. .,DMASIA-16 August 2006-Benefon [[prolonging]] manufacturing capability with ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd. .,0.0007886886596679,0.9993171691894532,2,0,2,63,Successful,DMASIA-16 August 2006-Benefon prolonging manufacturing capability with ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd. .,0
175,"Fiskars has a [[strong]] portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .","Fiskars has a [[forte]] portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",0.0085555911064147,0.9961827993392944,2,1,2,59,Successful,"Fiskars has a forte portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",1
176,"Furthermore , efficiency improvement [[measures]] initiated earlier are now bearing [[fruit]] , '' CEO Jan Lang said .","Furthermore , efficiency improvement [[proceedings]] initiated earlier are now bearing [[figment]] , '' CEO Jan Lang said .",0.0005236268043518,0.9993461966514589,2,1,2,54,Successful,"Furthermore , efficiency improvement proceedings initiated earlier are now bearing figment , '' CEO Jan Lang said .",1
177,"Helsingin Uutiset , Vantaan Sanomat and Lansivayla [[reach]] some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .","Helsingin Uutiset , Vantaan Sanomat and Lansivayla [[happen]] some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .",0.0009016990661621,0.5920472145080566,2,1,2,63,Successful,"Helsingin Uutiset , Vantaan Sanomat and Lansivayla happen some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .",1
178,It also has potential [[clients]] in the growing environmental and recycling technology sectors .,It also has potential [[recipient]] in the growing environmental and recycling technology sectors .,0.0036450624465942,0.9995570182800292,1,2,1,43,Successful,It also has potential recipient in the growing environmental and recycling technology sectors .,2
179,"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit [[jumped]] to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2","( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit [[tumbled]] to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",0.0005685687065124,0.9987238645553588,2,0,2,84,Successful,"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit tumbled to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",0
180,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,0.99686598777771,0.99686598777771,2,2,1,1,Skipped,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,2
181,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation [[wins]] EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment [[order]] in Australia .,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation [[vanquishing]] EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment [[injunction]] in Australia .,0.0006184577941894,0.9884320497512816,2,0,2,97,Successful,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation vanquishing EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment injunction in Australia .,0
182,Outotec 's net profit for the second quarter of 2007 [[jumped]] to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,Outotec 's net profit for the second quarter of 2007 [[stumbled]] to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,0.0005799531936645,0.99408358335495,2,0,2,73,Successful,Outotec 's net profit for the second quarter of 2007 stumbled to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,0
183,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term [[incentive]] and commitment plan for members of the management team .,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term [[motive]] and commitment plan for members of the management team .,0.0010254383087158,0.6897114515304565,2,1,2,65,Successful,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term motive and commitment plan for members of the management team .,1
184,Raute Corporation has received [[orders]] worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,Raute Corporation has received [[commands]] worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,0.0007360577583312,0.6352349519729614,2,1,2,34,Successful,Raute Corporation has received commands worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,1
185,"Recovery has been [[evident]] in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .","Recovery has been [[unambiguous]] in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",0.0007218718528747,0.5155225396156311,2,1,2,37,Successful,"Recovery has been unambiguous in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",1
186,"Speaking to just-drinks today , a spokesperson for Olvi said : `` [[We]] [[have]] [[performed]] very well in all four [[countries]] we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''","Speaking to just-drinks today , a spokesperson for Olvi said : `` [[Our]] [[owns]] [[accompli]] very well in all four [[nations]] we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",0.0007922053337097,0.662253737449646,2,1,2,128,Successful,"Speaking to just-drinks today , a spokesperson for Olvi said : `` Our owns accompli very well in all four nations we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",1
187,Sports equipment [[sales]] also progressed well [[owing]] to the prolonged winter season .,Sports equipment [[unclean]] also progressed well [[owed]] to the prolonged winter season .,0.0007737874984741,0.9988027811050416,2,0,2,39,Successful,Sports equipment unclean also progressed well owed to the prolonged winter season .,0
188,The acquisition of Kaupthing Sverige will bring a significant [[positive]] non-recurring addition to the group 's performance .,The acquisition of Kaupthing Sverige will bring a significant [[active]] non-recurring addition to the group 's performance .,0.0007094144821166,0.9157685041427612,2,1,2,41,Successful,The acquisition of Kaupthing Sverige will bring a significant active non-recurring addition to the group 's performance .,1
189,The companies have [[agreed]] on long-term [[cooperation]] to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,The companies have [[accepted]] on long-term [[cooperatives]] to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,0.0006589293479919,0.9144086241722108,2,1,2,92,Successful,The companies have accepted on long-term cooperatives to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,1
190,The company aims to maintain this trend in [[profitability]] during the current year .,The company aims to maintain this trend in [[roi]] during the current year .,0.0015836954116821,0.9987377524375916,2,1,2,20,Successful,The company aims to maintain this trend in roi during the current year .,1
191,The mill has long traditions and holds an established [[position]] in the markets .,The mill has long traditions and holds an established [[philosophies]] in the markets .,0.0027801990509033,0.9852320551872252,2,1,2,47,Successful,The mill has long traditions and holds an established philosophies in the markets .,1
192,"This is Done Logistics ' [[largest]] order in Norway , the diversified group said .","This is Done Logistics ' [[harshest]] order in Norway , the diversified group said .",0.0007668733596801,0.9980132579803468,2,0,2,47,Successful,"This is Done Logistics ' harshest order in Norway , the diversified group said .",0
193,This resulted in [[improved]] [[sales]] figures in Sweden .,This resulted in [[refine]] [[salts]] figures in Sweden .,0.0006342530250549,0.9966615438461304,2,1,2,50,Successful,This resulted in refine salts figures in Sweden .,1
